forecaster_id,target_year,target_quarter,forecast_year,forecast_quarter,ens_fc
102,2014,,2013,3,0.4
103,2014,,2013,3,1.5
107,2014,,2013,3,1.091573069
108,2014,,2013,3,0.82658225
110,2014,,2013,3,-0.4
112,2014,,2013,3,2
113,2014,,2013,3,0.4
4,2014,1,2013,3,0.3
6,2014,1,2013,3,0.5
7,2014,1,2013,3,0.3
8,2014,1,2013,3,0.7
14,2014,1,2013,3,1.8
15,2014,1,2013,3,0.5
16,2014,1,2013,3,0.4
22,2014,1,2013,3,0.9
23,2014,1,2013,3,0.5
24,2014,1,2013,3,0.6
26,2014,1,2013,3,0.9
29,2014,1,2013,3,0
36,2014,1,2013,3,0.5
37,2014,1,2013,3,0.7
38,2014,1,2013,3,0.5
47,2014,1,2013,3,0.33
49,2014,1,2013,3,0.5
52,2014,1,2013,3,0.3
54,2014,1,2013,3,0.6
56,2014,1,2013,3,1.5
57,2014,1,2013,3,0.2
68,2014,1,2013,3,0.7
82,2014,1,2013,3,0.5
85,2014,1,2013,3,0.9396287545
88,2014,1,2013,3,0.7
89,2014,1,2013,3,0.8
91,2014,1,2013,3,0.3
92,2014,1,2013,3,0.4
94,2014,1,2013,3,0.3
95,2014,1,2013,3,0.4254247997
96,2014,1,2013,3,0.7
98,2014,1,2013,3,0.5
99,2014,1,2013,3,0.6
101,2014,1,2013,3,0.8386212883
102,2014,1,2013,3,0.1
103,2014,1,2013,3,1.4
107,2014,1,2013,3,0.5239310097
108,2014,1,2013,3,0.534343
110,2014,1,2013,3,0.1
112,2014,1,2013,3,1.5
113,2014,1,2013,3,0.2
1,2013,,2013,4,-0.5
2,2013,,2013,4,-0.3
3,2013,,2013,4,-0.2
4,2013,,2013,4,-0.5
5,2013,,2013,4,-0.5
6,2013,,2013,4,-0.5
8,2013,,2013,4,-0.3
14,2013,,2013,4,-0.4
15,2013,,2013,4,-0.5
16,2013,,2013,4,-0.2
20,2013,,2013,4,-0.4
22,2013,,2013,4,-0.3
23,2013,,2013,4,-0.4
24,2013,,2013,4,-0.2460585274
26,2013,,2013,4,-0.4
29,2013,,2013,4,-0.4
31,2013,,2013,4,-0.3
37,2013,,2013,4,-0.4
38,2013,,2013,4,-0.5
39,2013,,2013,4,-0.3
47,2013,,2013,4,-0.4
48,2013,,2013,4,-0.3
52,2013,,2013,4,-0.3
54,2013,,2013,4,-0.5
57,2013,,2013,4,-0.3
68,2013,,2013,4,-0.5
82,2013,,2013,4,-0.3
85,2013,,2013,4,-0.357965395
89,2013,,2013,4,-0.4
91,2013,,2013,4,-0.4
92,2013,,2013,4,-0.2314890546
94,2013,,2013,4,-0.5
95,2013,,2013,4,-0.425642281
96,2013,,2013,4,-0.2
98,2013,,2013,4,-0.5
99,2013,,2013,4,-0.4
101,2013,,2013,4,-0.4
103,2013,,2013,4,-0.3
107,2013,,2013,4,-0.256699748
110,2013,,2013,4,-0.4
112,2013,,2013,4,-0.5
113,2013,,2013,4,-0.7
1,2014,,2013,4,0.9
2,2014,,2013,4,1.3
3,2014,,2013,4,1.4
4,2014,,2013,4,1
5,2014,,2013,4,1.2
6,2014,,2013,4,1
8,2014,,2013,4,1
14,2014,,2013,4,1.5
15,2014,,2013,4,1.2
16,2014,,2013,4,1.1
20,2014,,2013,4,1.2
22,2014,,2013,4,1
23,2014,,2013,4,0.7
24,2014,,2013,4,1.1555096798
26,2014,,2013,4,1
29,2014,,2013,4,0.7
31,2014,,2013,4,0.8
37,2014,,2013,4,1
38,2014,,2013,4,0.9
39,2014,,2013,4,1
47,2014,,2013,4,0.8
48,2014,,2013,4,1.1
52,2014,,2013,4,1.1
54,2014,,2013,4,1
57,2014,,2013,4,1.4
68,2014,,2013,4,1.1
82,2014,,2013,4,0.8
85,2014,,2013,4,1.0941184893
89,2014,,2013,4,1
91,2014,,2013,4,0.9
92,2014,,2013,4,1.0726803173
94,2014,,2013,4,0.678
95,2014,,2013,4,1.0517341205
96,2014,,2013,4,1.3
98,2014,,2013,4,0.8
99,2014,,2013,4,1.1
101,2014,,2013,4,0.8
103,2014,,2013,4,1.5
107,2014,,2013,4,1.0085582566
110,2014,,2013,4,0.9
112,2014,,2013,4,2
113,2014,,2013,4,0.6
1,2014,2,2013,4,0.6
2,2014,2,2013,4,1.1
3,2014,2,2013,4,1.7
4,2014,2,2013,4,0.9
5,2014,2,2013,4,1.4
6,2014,2,2013,4,0.8
8,2014,2,2013,4,0.9
14,2014,2,2013,4,0.7
15,2014,2,2013,4,1
16,2014,2,2013,4,1.3
20,2014,2,2013,4,1.1
22,2014,2,2013,4,1
23,2014,2,2013,4,0.5
24,2014,2,2013,4,1.0642689432
26,2014,2,2013,4,0.8
29,2014,2,2013,4,0.7
31,2014,2,2013,4,1.2
37,2014,2,2013,4,0.9
38,2014,2,2013,4,0.7
39,2014,2,2013,4,0.9
47,2014,2,2013,4,0.6
48,2014,2,2013,4,1
52,2014,2,2013,4,1.1
54,2014,2,2013,4,0.4
57,2014,2,2013,4,0.2
68,2014,2,2013,4,0.9
82,2014,2,2013,4,0.8
85,2014,2,2013,4,1.0103343649
89,2014,2,2013,4,0.9
91,2014,2,2013,4,0.7
92,2014,2,2013,4,1.0952284075
94,2014,2,2013,4,0.6
95,2014,2,2013,4,0.95328609
96,2014,2,2013,4,1.2
98,2014,2,2013,4,0.8
99,2014,2,2013,4,0.9
101,2014,2,2013,4,0.6618744483
103,2014,2,2013,4,1.5
107,2014,2,2013,4,0.7639139115
110,2014,2,2013,4,0.7
112,2014,2,2013,4,2
113,2014,2,2013,4,0.2
1,2014,,2014,1,1.1
4,2014,,2014,1,1
5,2014,,2014,1,0.8
6,2014,,2014,1,1
8,2014,,2014,1,1.5
14,2014,,2014,1,1.1
15,2014,,2014,1,1.1
16,2014,,2014,1,1.3
20,2014,,2014,1,1.2
22,2014,,2014,1,1
23,2014,,2014,1,0.9
24,2014,,2014,1,1.0253886117
26,2014,,2014,1,1
31,2014,,2014,1,1.1
37,2014,,2014,1,0.9
38,2014,,2014,1,1.1
39,2014,,2014,1,1
42,2014,,2014,1,1
47,2014,,2014,1,0.9
48,2014,,2014,1,1
52,2014,,2014,1,0.975
57,2014,,2014,1,1.1
68,2014,,2014,1,1.1
82,2014,,2014,1,0.8
85,2014,,2014,1,1.0893840709
88,2014,,2014,1,1.03
89,2014,,2014,1,0.9740162389
91,2014,,2014,1,0.9
92,2014,,2014,1,0.966839856
94,2014,,2014,1,0.8
95,2014,,2014,1,1.001
96,2014,,2014,1,1.1
98,2014,,2014,1,1
99,2014,,2014,1,1
101,2014,,2014,1,0.9
102,2014,,2014,1,0.6
103,2014,,2014,1,1.5
105,2014,,2014,1,1
107,2014,,2014,1,1.22024361
108,2014,,2014,1,0.80238325
112,2014,,2014,1,1.4
113,2014,,2014,1,0.8
1,2014,3,2014,1,1.8
4,2014,3,2014,1,1.1
5,2014,3,2014,1,1
6,2014,3,2014,1,1
8,2014,3,2014,1,1.7
14,2014,3,2014,1,0.8
15,2014,3,2014,1,1.6
16,2014,3,2014,1,1.4
20,2014,3,2014,1,1.3
22,2014,3,2014,1,1.1
23,2014,3,2014,1,1
24,2014,3,2014,1,1.1125763315
26,2014,3,2014,1,1.1
31,2014,3,2014,1,1.2
37,2014,3,2014,1,1
38,2014,3,2014,1,1.1
39,2014,3,2014,1,1
42,2014,3,2014,1,1
47,2014,3,2014,1,0.9
48,2014,3,2014,1,1.1
52,2014,3,2014,1,1.1
57,2014,3,2014,1,1.5
68,2014,3,2014,1,1.2
82,2014,3,2014,1,0.9
85,2014,3,2014,1,1.1832902873
88,2014,3,2014,1,1.1
89,2014,3,2014,1,1.0742463155
91,2014,3,2014,1,0.9
92,2014,3,2014,1,1.0398779471
94,2014,3,2014,1,1
95,2014,3,2014,1,1.295
96,2014,3,2014,1,1.2
98,2014,3,2014,1,1
99,2014,3,2014,1,1
101,2014,3,2014,1,1
102,2014,3,2014,1,0.62
103,2014,3,2014,1,1.6
105,2014,3,2014,1,1.1
107,2014,3,2014,1,1.3987093575
108,2014,3,2014,1,0.768072
112,2014,3,2014,1,1.8
113,2014,3,2014,1,0.8
1,2015,,2014,1,1.8
4,2015,,2014,1,1.5
5,2015,,2014,1,1.4
6,2015,,2014,1,1.5
8,2015,,2014,1,1.8
14,2015,,2014,1,1.4
15,2015,,2014,1,1.6
16,2015,,2014,1,1.9
20,2015,,2014,1,1.5
22,2015,,2014,1,1.3
23,2015,,2014,1,1
24,2015,,2014,1,1.4207432129
26,2015,,2014,1,1.3
31,2015,,2014,1,1.5
37,2015,,2014,1,1.2
38,2015,,2014,1,1.5
39,2015,,2014,1,1.5
42,2015,,2014,1,1.4
47,2015,,2014,1,1.1
48,2015,,2014,1,1.5
52,2015,,2014,1,1.256
57,2015,,2014,1,1.7
68,2015,,2014,1,1.7
82,2015,,2014,1,1
85,2015,,2014,1,1.8560225051
88,2015,,2014,1,1.36
89,2015,,2014,1,1.5
91,2015,,2014,1,1.7
92,2015,,2014,1,1.2711047585
94,2015,,2014,1,1.6
95,2015,,2014,1,1.356
96,2015,,2014,1,1.6
98,2015,,2014,1,1.3
99,2015,,2014,1,1.4
101,2015,,2014,1,1
102,2015,,2014,1,1.2
103,2015,,2014,1,1.5
105,2015,,2014,1,1.6
107,2015,,2014,1,1.8479210827
108,2015,,2014,1,1.3955025
112,2015,,2014,1,2
113,2015,,2014,1,0.5
1,2014,,2014,2,1.2
2,2014,,2014,2,1.4
3,2014,,2014,2,1
4,2014,,2014,2,1.2
5,2014,,2014,2,1
6,2014,,2014,2,1
14,2014,,2014,2,1.1
15,2014,,2014,2,1.2
16,2014,,2014,2,1.3
20,2014,,2014,2,1.3
22,2014,,2014,2,1.2
23,2014,,2014,2,0.9
24,2014,,2014,2,1.1
26,2014,,2014,2,1
30,2014,,2014,2,1.1
31,2014,,2014,2,1.1
37,2014,,2014,2,0.9
38,2014,,2014,2,1.1
39,2014,,2014,2,1.1
47,2014,,2014,2,1
48,2014,,2014,2,1.3
52,2014,,2014,2,1.4
56,2014,,2014,2,1.1
57,2014,,2014,2,1.2
59,2014,,2014,2,1.2
63,2014,,2014,2,1.2
68,2014,,2014,2,1.2
80,2014,,2014,2,0.89
82,2014,,2014,2,0.9
85,2014,,2014,2,1.1457373474
88,2014,,2014,2,1.2
89,2014,,2014,2,1.1
91,2014,,2014,2,1.1
92,2014,,2014,2,1.3750456918
94,2014,,2014,2,0.8
95,2014,,2014,2,1.126
96,2014,,2014,2,1.2
98,2014,,2014,2,1
101,2014,,2014,2,1
103,2014,,2014,2,1.5
105,2014,,2014,2,1.2
107,2014,,2014,2,1.2338982469
110,2014,,2014,2,1.1
112,2014,,2014,2,1.4
1,2014,4,2014,2,1.6
2,2014,4,2014,2,1.1
3,2014,4,2014,2,1
4,2014,4,2014,2,1.3
5,2014,4,2014,2,1.1
6,2014,4,2014,2,1.2
14,2014,4,2014,2,0.6
15,2014,4,2014,2,1.6
16,2014,4,2014,2,2
20,2014,4,2014,2,1.5
22,2014,4,2014,2,1.4
23,2014,4,2014,2,1.1
24,2014,4,2014,2,1.3
26,2014,4,2014,2,1.2
30,2014,4,2014,2,1.3
31,2014,4,2014,2,0.5
37,2014,4,2014,2,1
38,2014,4,2014,2,1.3
39,2014,4,2014,2,1.4
47,2014,4,2014,2,1.1
48,2014,4,2014,2,1.4
52,2014,4,2014,2,1.6
56,2014,4,2014,2,1.5
57,2014,4,2014,2,1.4
59,2014,4,2014,2,1.4
63,2014,4,2014,2,1.3
68,2014,4,2014,2,1.6
80,2014,4,2014,2,1.14
82,2014,4,2014,2,0.9
85,2014,4,2014,2,1.3657345261
88,2014,4,2014,2,1.3
89,2014,4,2014,2,1.2
91,2014,4,2014,2,1.3
92,2014,4,2014,2,1.5274619921
94,2014,4,2014,2,1
95,2014,4,2014,2,1.195
96,2014,4,2014,2,1.4
98,2014,4,2014,2,1.1
101,2014,4,2014,2,1.2
103,2014,4,2014,2,1.8
105,2014,4,2014,2,1.5
107,2014,4,2014,2,1.3628325734
110,2014,4,2014,2,1.3
112,2014,4,2014,2,1.7
1,2015,,2014,2,1.5
2,2015,,2014,2,2
3,2015,,2014,2,0.5
4,2015,,2014,2,1.5
5,2015,,2014,2,1.4
6,2015,,2014,2,1.5
14,2015,,2014,2,1.4
15,2015,,2014,2,1.6
16,2015,,2014,2,1.9
20,2015,,2014,2,1.5
22,2015,,2014,2,1.5
23,2015,,2014,2,1
24,2015,,2014,2,1.5
26,2015,,2014,2,1.3
30,2015,,2014,2,1.5
31,2015,,2014,2,1.5
37,2015,,2014,2,1.3
38,2015,,2014,2,1.5
39,2015,,2014,2,1.4
47,2015,,2014,2,1.2
48,2015,,2014,2,1.6
52,2015,,2014,2,1.6
56,2015,,2014,2,1.4
57,2015,,2014,2,1.6
59,2015,,2014,2,1.7
63,2015,,2014,2,1.5
68,2015,,2014,2,1.7
80,2015,,2014,2,1.67
82,2015,,2014,2,1.1
85,2015,,2014,2,1.8516629842
88,2015,,2014,2,1.5
89,2015,,2014,2,1.5
91,2015,,2014,2,1.6
92,2015,,2014,2,1.4755160424
94,2015,,2014,2,1.6
95,2015,,2014,2,1.506
96,2015,,2014,2,1.6
98,2015,,2014,2,1.4
101,2015,,2014,2,1.4
103,2015,,2014,2,1.5
105,2015,,2014,2,1.8
107,2015,,2014,2,1.5525793358
110,2015,,2014,2,1.5
112,2015,,2014,2,1.8
4,2014,,2014,3,1
6,2014,,2014,3,1
7,2014,,2014,3,1.1
14,2014,,2014,3,1.3
15,2014,,2014,3,1
16,2014,,2014,3,1
20,2014,,2014,3,1
22,2014,,2014,3,0.9
23,2014,,2014,3,0.9
24,2014,,2014,3,1.1
26,2014,,2014,3,1
29,2014,,2014,3,0.7
36,2014,,2014,3,1.3
37,2014,,2014,3,0.8
38,2014,,2014,3,0.9
39,2014,,2014,3,0.9
47,2014,,2014,3,1
48,2014,,2014,3,1.2
52,2014,,2014,3,1
57,2014,,2014,3,1.2
59,2014,,2014,3,1.2
63,2014,,2014,3,1
68,2014,,2014,3,1.1
72,2014,,2014,3,1.1
85,2014,,2014,3,1.0537247701
88,2014,,2014,3,1
89,2014,,2014,3,1
90,2014,,2014,3,0.8
91,2014,,2014,3,1
92,2014,,2014,3,0.9124471781
94,2014,,2014,3,0.8
95,2014,,2014,3,1.126
96,2014,,2014,3,1
98,2014,,2014,3,1
99,2014,,2014,3,1
103,2014,,2014,3,1.2
105,2014,,2014,3,1.1
108,2014,,2014,3,0.7856467596
110,2014,,2014,3,1
112,2014,,2014,3,1.4
114,2014,,2014,3,0.9
115,2014,,2014,3,1
4,2015,,2014,3,1.5
6,2015,,2014,3,1.5
7,2015,,2014,3,1.7
14,2015,,2014,3,1.4
15,2015,,2014,3,1.7
16,2015,,2014,3,1.7
20,2015,,2014,3,1.4
22,2015,,2014,3,1.4
23,2015,,2014,3,1.2
24,2015,,2014,3,1.5
26,2015,,2014,3,1.3
29,2015,,2014,3,1.2
36,2015,,2014,3,1.4
37,2015,,2014,3,1.3
38,2015,,2014,3,1.3
39,2015,,2014,3,1.3
47,2015,,2014,3,1.2
48,2015,,2014,3,1.6
52,2015,,2014,3,1.6
57,2015,,2014,3,1.6
59,2015,,2014,3,1.7
63,2015,,2014,3,1.5
68,2015,,2014,3,1.6
72,2015,,2014,3,1.6
85,2015,,2014,3,1.9384983924
88,2015,,2014,3,1.5
89,2015,,2014,3,1.5
90,2015,,2014,3,1.2
91,2015,,2014,3,1.5
92,2015,,2014,3,1.2536359485
94,2015,,2014,3,1.5
95,2015,,2014,3,1.506
96,2015,,2014,3,1.5
98,2015,,2014,3,1.5
99,2015,,2014,3,1.4
103,2015,,2014,3,1.5
105,2015,,2014,3,1.6
108,2015,,2014,3,1.4880858659
110,2015,,2014,3,1.4
112,2015,,2014,3,2
114,2015,,2014,3,1.3
115,2015,,2014,3,1.5
4,2015,1,2014,3,1.5
6,2015,1,2014,3,1.2
7,2015,1,2014,3,1.6602280288
14,2015,1,2014,3,0.8
15,2015,1,2014,3,1.6
16,2015,1,2014,3,1.5
20,2015,1,2014,3,1.2
22,2015,1,2014,3,1.1
23,2015,1,2014,3,1.1
24,2015,1,2014,3,1.3820659885
26,2015,1,2014,3,1.2
29,2015,1,2014,3,1.2
36,2015,1,2014,3,1.3
37,2015,1,2014,3,1
38,2015,1,2014,3,1.1
39,2015,1,2014,3,1.2
47,2015,1,2014,3,1.1
48,2015,1,2014,3,1.6
52,2015,1,2014,3,1.7
57,2015,1,2014,3,1.5
59,2015,1,2014,3,1.6
63,2015,1,2014,3,1.3
68,2015,1,2014,3,1.6
72,2015,1,2014,3,1.2
85,2015,1,2014,3,1.3968121362
88,2015,1,2014,3,1.4
89,2015,1,2014,3,1.4
90,2015,1,2014,3,0.9
91,2015,1,2014,3,1.3
92,2015,1,2014,3,1.0963213644
94,2015,1,2014,3,1
95,2015,1,2014,3,1.53
96,2015,1,2014,3,1.3
98,2015,1,2014,3,1.5
99,2015,1,2014,3,1.2
103,2015,1,2014,3,1.7
105,2015,1,2014,3,1.3
108,2015,1,2014,3,1.6879658788
110,2015,1,2014,3,0.4
112,2015,1,2014,3,1.7
114,2015,1,2014,3,1
115,2015,1,2014,3,1.3
1,2014,,2014,4,0.9
2,2014,,2014,4,0.6
6,2014,,2014,4,0.7
7,2014,,2014,4,1.1
14,2014,,2014,4,0.8
15,2014,,2014,4,0.7
16,2014,,2014,4,0.8
20,2014,,2014,4,0.7
23,2014,,2014,4,0.7
24,2014,,2014,4,0.7448897657
26,2014,,2014,4,0.6
29,2014,,2014,4,0.6
30,2014,,2014,4,0.8
31,2014,,2014,4,0.8
36,2014,,2014,4,0.6
37,2014,,2014,4,0.7
38,2014,,2014,4,0.6
39,2014,,2014,4,0.7
47,2014,,2014,4,0.8
48,2014,,2014,4,0.8
49,2014,,2014,4,0.7
52,2014,,2014,4,0.7
54,2014,,2014,4,0.9
57,2014,,2014,4,1
58,2014,,2014,4,0.7
59,2014,,2014,4,0.8
61,2014,,2014,4,0.8
63,2014,,2014,4,0.7
68,2014,,2014,4,0.8
82,2014,,2014,4,0.7
85,2014,,2014,4,0.8074283091
88,2014,,2014,4,0.7910471948
89,2014,,2014,4,0.8
90,2014,,2014,4,0.8
91,2014,,2014,4,0.7
92,2014,,2014,4,0.8621612885
94,2014,,2014,4,0.7
95,2014,,2014,4,0.804199148
96,2014,,2014,4,0.7
98,2014,,2014,4,0.8
101,2014,,2014,4,0.8
102,2014,,2014,4,0.8
107,2014,,2014,4,0.9244130484
108,2014,,2014,4,0.82661725
110,2014,,2014,4,0.8
112,2014,,2014,4,0.9
114,2014,,2014,4,0.8
115,2014,,2014,4,0.9
1,2015,,2014,4,1.3
2,2015,,2014,4,1.4
6,2015,,2014,4,0.9
7,2015,,2014,4,1.6
14,2015,,2014,4,1.1
15,2015,,2014,4,1.4
16,2015,,2014,4,1.3
20,2015,,2014,4,1
23,2015,,2014,4,0.8
24,2015,,2014,4,1.0406387896
26,2015,,2014,4,0.6
29,2015,,2014,4,0.8
30,2015,,2014,4,1.1
31,2015,,2014,4,1.3
36,2015,,2014,4,0.8
37,2015,,2014,4,0.8
38,2015,,2014,4,0.8
39,2015,,2014,4,1
47,2015,,2014,4,1
48,2015,,2014,4,1.3
49,2015,,2014,4,1
52,2015,,2014,4,0.9
54,2015,,2014,4,1.4
57,2015,,2014,4,1.2
58,2015,,2014,4,1.1
59,2015,,2014,4,1.4
61,2015,,2014,4,1.3
63,2015,,2014,4,1.2
68,2015,,2014,4,1.3
82,2015,,2014,4,1
85,2015,,2014,4,1.2961663254
88,2015,,2014,4,1.1683158702
89,2015,,2014,4,1.4
90,2015,,2014,4,0.9
91,2015,,2014,4,1.1
92,2015,,2014,4,1.2054687475
94,2015,,2014,4,1.1
95,2015,,2014,4,1.2041055359
96,2015,,2014,4,1.1
98,2015,,2014,4,1.3
101,2015,,2014,4,1.3
102,2015,,2014,4,1
107,2015,,2014,4,1.4379593926
108,2015,,2014,4,1.60268
110,2015,,2014,4,1.2
112,2015,,2014,4,1.4
114,2015,,2014,4,1.1
115,2015,,2014,4,1.4
1,2015,2,2014,4,1.1
2,2015,2,2014,4,1.2
6,2015,2,2014,4,0.8
7,2015,2,2014,4,0.4
14,2015,2,2014,4,0.8
15,2015,2,2014,4,1.4
16,2015,2,2014,4,1.6
20,2015,2,2014,4,1
23,2015,2,2014,4,0.8
24,2015,2,2014,4,1.3078394789
26,2015,2,2014,4,0.4
29,2015,2,2014,4,0.8
30,2015,2,2014,4,1
31,2015,2,2014,4,1.2
36,2015,2,2014,4,0.8
37,2015,2,2014,4,0.6
38,2015,2,2014,4,0.5
39,2015,2,2014,4,1
47,2015,2,2014,4,0.9
48,2015,2,2014,4,1.3
49,2015,2,2014,4,0.4
52,2015,2,2014,4,0.8
54,2015,2,2014,4,1.3
57,2015,2,2014,4,1.2
58,2015,2,2014,4,1
59,2015,2,2014,4,1.2
61,2015,2,2014,4,1.2
63,2015,2,2014,4,1
68,2015,2,2014,4,1.3
82,2015,2,2014,4,1
85,2015,2,2014,4,1.1416180986
88,2015,2,2014,4,1.1
89,2015,2,2014,4,1.4
90,2015,2,2014,4,0.8
91,2015,2,2014,4,0.6
92,2015,2,2014,4,1.2020058551
94,2015,2,2014,4,0.9
95,2015,2,2014,4,1.1447967538
96,2015,2,2014,4,1.24
98,2015,2,2014,4,0.9
101,2015,2,2014,4,1.2
102,2015,2,2014,4,0.9
107,2015,2,2014,4,1.220893657
108,2015,2,2014,4,1.75997
110,2015,2,2014,4,1.1
112,2015,2,2014,4,1.4
114,2015,2,2014,4,1
115,2015,2,2014,4,1.3
1,2015,,2015,1,1.2
2,2015,,2015,1,1.2
4,2015,,2015,1,1
5,2015,,2015,1,1.1
6,2015,,2015,1,1.3
7,2015,,2015,1,1.1
14,2015,,2015,1,0.9
15,2015,,2015,1,1.1
16,2015,,2015,1,0.7
20,2015,,2015,1,1
22,2015,,2015,1,0.9
23,2015,,2015,1,0.8
24,2015,,2015,1,0.9645501915
29,2015,,2015,1,1
31,2015,,2015,1,1.2
36,2015,,2015,1,1
37,2015,,2015,1,1
39,2015,,2015,1,1.1
42,2015,,2015,1,1
47,2015,,2015,1,1.2
48,2015,,2015,1,1.3
49,2015,,2015,1,0.9
52,2015,,2015,1,1.1
54,2015,,2015,1,1.2
57,2015,,2015,1,0.8
68,2015,,2015,1,1.1
82,2015,,2015,1,0.9
85,2015,,2015,1,1.2764400828
88,2015,,2015,1,1
89,2015,,2015,1,1.3
90,2015,,2015,1,0.9
92,2015,,2015,1,1.2054687475
93,2015,,2015,1,1
94,2015,,2015,1,0.8
95,2015,,2015,1,1.102
96,2015,,2015,1,1.2
97,2015,,2015,1,1.1735460196
98,2015,,2015,1,1.2
101,2015,,2015,1,1.1
102,2015,,2015,1,1.1
103,2015,,2015,1,1.3
105,2015,,2015,1,1.1
107,2015,,2015,1,1.4077203981
112,2015,,2015,1,1.4
114,2015,,2015,1,1
115,2015,,2015,1,1.2
1,2015,3,2015,1,1.3
2,2015,3,2015,1,1.2
4,2015,3,2015,1,1
5,2015,3,2015,1,1.1
6,2015,3,2015,1,1.5
7,2015,3,2015,1,1.27
14,2015,3,2015,1,1
15,2015,3,2015,1,1.2
16,2015,3,2015,1,0.8
20,2015,3,2015,1,1
22,2015,3,2015,1,1
23,2015,3,2015,1,0.8
24,2015,3,2015,1,1.0524472023
29,2015,3,2015,1,1
31,2015,3,2015,1,1.3
36,2015,3,2015,1,1.3
37,2015,3,2015,1,1.1
39,2015,3,2015,1,1.2
42,2015,3,2015,1,1
47,2015,3,2015,1,1.3
48,2015,3,2015,1,1.5
49,2015,3,2015,1,1
52,2015,3,2015,1,1.3
54,2015,3,2015,1,1.3
57,2015,3,2015,1,1
68,2015,3,2015,1,1.5
82,2015,3,2015,1,1.1
85,2015,3,2015,1,1.4345454229
88,2015,3,2015,1,1.2
89,2015,3,2015,1,1.5
90,2015,3,2015,1,0.8
92,2015,3,2015,1,1.3219463896
93,2015,3,2015,1,0.8
94,2015,3,2015,1,0.9
95,2015,3,2015,1,1.1485
96,2015,3,2015,1,1.3
97,2015,3,2015,1,1.338671717
98,2015,3,2015,1,1.4
101,2015,3,2015,1,1.5
102,2015,3,2015,1,1.6
103,2015,3,2015,1,1.4
105,2015,3,2015,1,1.3
107,2015,3,2015,1,1.6036651349
112,2015,3,2015,1,1.4
114,2015,3,2015,1,1.1
115,2015,3,2015,1,1.4
1,2016,,2015,1,1.4
2,2016,,2015,1,1.8
4,2016,,2015,1,1.5
5,2016,,2015,1,1.2
6,2016,,2015,1,1.7
7,2016,,2015,1,1.7
14,2016,,2015,1,1.1
15,2016,,2015,1,1.5
16,2016,,2015,1,1.6
20,2016,,2015,1,1.5
22,2016,,2015,1,1.4
23,2016,,2015,1,1
24,2016,,2015,1,1.3279409356
29,2016,,2015,1,1.3
31,2016,,2015,1,1.6
36,2016,,2015,1,1.5
37,2016,,2015,1,1.3
39,2016,,2015,1,1.6
42,2016,,2015,1,1.5
47,2016,,2015,1,1.3
48,2016,,2015,1,1.6
49,2016,,2015,1,1.4
52,2016,,2015,1,1.8
54,2016,,2015,1,1.4
57,2016,,2015,1,1.2
68,2016,,2015,1,1.6
82,2016,,2015,1,1.2
85,2016,,2015,1,2.1514516734
88,2016,,2015,1,1.8
89,2016,,2015,1,1.8
90,2016,,2015,1,1.2
92,2016,,2015,1,1.4991743479
93,2016,,2015,1,1.7
94,2016,,2015,1,1.5
95,2016,,2015,1,1.463
96,2016,,2015,1,1.5
97,2016,,2015,1,1.323189819
98,2016,,2015,1,1.8
101,2016,,2015,1,1.5
102,2016,,2015,1,1.5
103,2016,,2015,1,1.6
105,2016,,2015,1,1.5
107,2016,,2015,1,1.6086014193
112,2016,,2015,1,1.7
114,2016,,2015,1,1.7
115,2016,,2015,1,1.6
1,2015,,2015,2,1.4
2,2015,,2015,2,1.6
4,2015,,2015,2,1.3
5,2015,,2015,2,1.4
6,2015,,2015,2,1.5
7,2015,,2015,2,1.4
8,2015,,2015,2,1.4
15,2015,,2015,2,1.3
16,2015,,2015,2,1.2
20,2015,,2015,2,1.2
23,2015,,2015,2,1.2
24,2015,,2015,2,1.4216446536
26,2015,,2015,2,1
31,2015,,2015,2,1.3
36,2015,,2015,2,1
37,2015,,2015,2,1.4
38,2015,,2015,2,1.4
39,2015,,2015,2,1.5
42,2015,,2015,2,1.4
47,2015,,2015,2,1.7
49,2015,,2015,2,1.5
52,2015,,2015,2,1.8
54,2015,,2015,2,1.2
59,2015,,2015,2,1.5
68,2015,,2015,2,1.5
82,2015,,2015,2,1.3
85,2015,,2015,2,1.6265367988
88,2015,,2015,2,1.5
89,2015,,2015,2,1.5
91,2015,,2015,2,1.6
92,2015,,2015,2,1.3591237069
93,2015,,2015,2,1
94,2015,,2015,2,1.4
95,2015,,2015,2,1.5175
96,2015,,2015,2,1.5
98,2015,,2015,2,1.4
99,2015,,2015,2,1.4
101,2015,,2015,2,1.6
103,2015,,2015,2,1.5
105,2015,,2015,2,1.2
107,2015,,2015,2,1.6538494817
108,2015,,2015,2,1.0026195
110,2015,,2015,2,1.3
112,2015,,2015,2,1.5
114,2015,,2015,2,1.8
115,2015,,2015,2,1.6
116,2015,,2015,2,1.5
1,2015,4,2015,2,1.6
2,2015,4,2015,2,1.8
4,2015,4,2015,2,1.5
5,2015,4,2015,2,1.4
6,2015,4,2015,2,1.6
7,2015,4,2015,2,0.65
8,2015,4,2015,2,1.8
15,2015,4,2015,2,1.3
16,2015,4,2015,2,1.6
20,2015,4,2015,2,1.5
23,2015,4,2015,2,1.3
24,2015,4,2015,2,1.6312229015
26,2015,4,2015,2,1.1
31,2015,4,2015,2,1.6
36,2015,4,2015,2,1.3
